Conference,Year,Title,Author,Affiliation
NeurIPS,2017,Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization,"['Tomoya Murata', 'Taiji Suzuki']","['NTT DATA Mathematical Systems Inc.', 'taiji@mist.i.u-tokyo.ac.jp']"
NeurIPS,2017,Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization,['Yossi Arjevani'],['The Weizmann Institute']
NeurIPS,2017,Nonlinear Acceleration of Stochastic Algorithms,"['Damien Scieur', 'Francis Bach', ""Alexandre d'Aspremont""]","['INRIA - ENS', 'Inria', 'CNRS - Ecole Normale Supérieure']"
NeurIPS,2017,Acceleration and Averaging in Stochastic Descent Dynamics,"['Walid Krichene', 'Peter Bartlett']","['Google', 'UC Berkeley']"
NeurIPS,2017,Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces,"['Daniel Milstein', 'Jason Pacheco', 'Leigh Hochberg', 'John D Simeral', 'Beata Jarosiewicz', 'Erik Sudderth']","['Brown University', 'Brown University', 'Brown, MGH, VA, Harvard', 'Brown University', 'Stanford University', 'University of California, Irvine']"
NeurIPS,2017,"EEG-GRAPH: A Factor-Graph-Based Model for Capturing Spatial, Temporal, and Observational Relationships in Electroencephalograms","['Yoga Varatharajah', 'Min Jin Chong', 'Krishnakant Saboo', 'Brent M Berry', 'Benjamin Brinkmann', 'Gregory Worrell', 'Ravishankar Iyer']","['University of Illinois at Urbana Champaign', 'University of Illinois at Urbana-Champaign', nan, 'Mayo Clinic', 'Mayo Clinic', 'Mayo Clinic, Rochester', nan]"
NeurIPS,2017,Asynchronous Parallel Coordinate Minimization for MAP Inference,"['Ofer Meshi', 'Alex Schwing']","['Google', 'University of Illinois at Urbana-Champaign']"
NeurIPS,2017,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization,"['Pan Xu', 'Jian Ma', 'Quanquan Gu']","['UCLA', 'Carnegie Mellon University', 'UCLA']"
NeurIPS,2017,The Expxorcist: Nonparametric Graphical Models Via Conditional Exponential Densities,"['Arun Suggala', 'Mladen Kolar', 'Pradeep Ravikumar']","['Carnegie Mellon University', 'University of Chicago', 'Carnegie Mellon University']"
NeurIPS,2017,Reducing Reparameterization Gradient Variance,"['Andrew Miller', 'Nick Foti', ""Alexander D'Amour"", 'Ryan Adams']","['Columbia', 'Apple & University of Washington', 'UC Berkeley', nan]"
NeurIPS,2017,Robust Conditional Probabilities,"['Yoav Wald', 'Amir Globerson']","['Hebrew University', 'HUJI']"
NeurIPS,2017,Stein Variational Gradient Descent as Gradient Flow,['Qiang Liu'],['Dartmouth College']
NeurIPS,2017,Parallel Streaming Wasserstein Barycenters,"['Matt Staib', 'Sebastian Claici', 'Justin M Solomon', 'Stefanie Jegelka']","['MIT', 'MIT', 'MIT', 'MIT']"
NeurIPS,2017,AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,"['Marco Cusumano-Towner', 'Vikash Mansinghka']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']"
NeurIPS,2017,Deep Dynamic Poisson Factorization Model,"['Chengyue Gong', 'win-bin huang']","['Peking University', 'peking university']"
NeurIPS,2017,On the Model Shrinkage Effect of Gamma Process Edge Partition Models,"['Iku Ohama', 'Issei Sato', 'Takuya Kida', 'Hiroki Arimura']","['Panasonic Corporation', 'The University of Tokyo/RIKEN', 'Hokkaido University', 'Hokkaido University']"
NeurIPS,2017,Model evidence from nonequilibrium simulations,['Michael Habeck'],['Max Planck Institute Goettingen']
NeurIPS,2017,A-NICE-MC: Adversarial Training for MCMC,"['Jiaming Song', 'Shengjia Zhao', 'Stefano Ermon']","['Stanford University', 'Stanford University', 'Stanford']"
NeurIPS,2017,Identification of Gaussian Process State Space Models,"['Stefanos Eleftheriadis', 'Tom Nicholson', 'Marc Deisenroth', 'James Hensman']","['PROWLER.io', 'PROWLER.IO', 'Imperial College London', 'PROWLER.io']"
NeurIPS,2017,Streaming Sparse Gaussian Process Approximations,"['Thang Bui', 'Cuong Nguyen', 'Richard Turner']","['University of Cambridge', 'University of Cambridge', 'University of Cambridge']"
NeurIPS,2017,Bayesian Optimization with Gradients,"['Jian Wu', 'Matthias Poloczek', 'Andrew Wilson', 'Peter Frazier']","['AQR Capital Management', 'Cornell University', 'Cornell University', 'Cornell / Uber']"
NeurIPS,2017,Variational Inference for Gaussian Process Models with Linear Complexity,"['Ching-An Cheng', 'Byron Boots']","['Georgia Tech', 'Georgia Tech / Google Brain']"
NeurIPS,2017,Efficient Modeling of Latent Information in Supervised Learning using Gaussian Processes,"['Zhenwen Dai', 'Mauricio Álvarez', 'Neil Lawrence']","['Amazon', 'University of Sheffield', 'Amazon.com']"
NeurIPS,2017,Non-Stationary Spectral Kernels,"['Sami Remes', 'Markus Heinonen', 'Samuel Kaski']","['Aalto University', 'Aalto University', 'Aalto University']"
NeurIPS,2017,Scalable Log Determinants for Gaussian Process Kernel Learning,"['Kun Dong', 'David Eriksson', 'Hannes Nickisch', 'David Bindel', 'Andrew Wilson']","['Cornell University', 'Cornell University', 'Philips Research', 'Cornell University', 'Cornell University']"
NeurIPS,2017,Spectral Mixture Kernels for Multi-Output Gaussian Processes,"['Gabriel Parra', 'Felipe Tobar']","['Universidad de Chile', 'Universidad de Chile']"
NeurIPS,2017,Linearly constrained Gaussian processes,"['Carl Jidling', 'Niklas Wahlström', 'Adrian Wills', 'Thomas Schön']","['Uppsala University', 'Uppsala University', 'University of Newcastle, Australia', 'Uppsala University']"
NeurIPS,2017,Hindsight Experience Replay,"['Marcin Andrychowicz', 'Filip Wolski', 'Alex Ray', 'Jonas Schneider', 'rfong Fong', 'Peter Welinder', 'Bob McGrew', 'Josh Tobin', 'OpenAI Pieter Abbeel', 'Wojciech Zaremba']","['OpenAI', 'OpenAI', 'OpenAI', 'OpenAI', 'OpenAI', 'OpenAI', 'OpenAI', 'OpenAI', 'OpenAI, UC Berkeley', 'OpenAI']"
NeurIPS,2017,Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning,"['Liangpeng Zhang', 'Ke Tang', 'Xin Yao']","['University of Birmingham', 'University of Science and Technology of China', 'Southern University of Science and Technology, China']"
NeurIPS,2017,Finite sample analysis of the GTD Policy Evaluation Algorithms in Markov Setting,"['Yue Wang', 'Wei Chen', 'Yuting Liu', 'Zhi-Ming Ma', 'Tie-Yan Liu']","['Beijing Jiaotong University', 'Microsoft Research', 'Beijing Jiaotong University', nan, 'Microsoft Research']"
NeurIPS,2017,Inverse Filtering for Hidden Markov Models,"['Robert Mattila', 'Cristian Rojas', 'Vikram Krishnamurthy', 'Bo Wahlberg']","['KTH Royal Institute of Technology', 'KTH Royal Institute of Technology', 'Cornell University', 'KTH Royal Inst. of Technology']"
NeurIPS,2017,Safe Model-based Reinforcement Learning with Stability Guarantees,"['Felix Berkenkamp', 'Matteo Turchetta', 'Angela Schoellig', 'Andreas Krause']","['ETH Zurich', 'ETH Zurich', 'University of Toronto, Vector Institute', 'ETH Zurich']"
NeurIPS,2017,Data-Efficient Reinforcement Learning in Continuous State-Action Gaussian-POMDPs,"['Rowan McAllister', 'Carl Edward Rasmussen']","['University of California Berkeley', 'University of Cambridge']"
NeurIPS,2017,Linear regression without correspondence,"['Daniel Hsu', 'Kevin Shi', 'Xiaorui Sun']","['Columbia University', 'Columbia University', 'Columbia University']"
NeurIPS,2017,On the Complexity of Learning Neural Networks,"['Le Song', 'Santosh Vempala', 'John Wilmes', 'Bo Xie']","['Ant Financial & Georgia Institute of Technology', 'Georgia Tech', 'Georgia Institute of Technology', 'Georgia Tech']"
NeurIPS,2017,Near Optimal Sketching of Low-Rank Tensor Regression,"['Xingguo Li', 'Jarvis Haupt', 'David Woodruff']","['Princeton University', 'University of Minnesota', 'Carnegie Mellon University']"
NeurIPS,2017,Is Input Sparsity Time Possible for Kernel Low-Rank Approximation?,"['Cameron Musco', 'David Woodruff']","['Massachusetts Institute of Technology', 'Carnegie Mellon University']"
NeurIPS,2017,Higher-Order Total Variation Classes on Grids: Minimax Theory and Trend Filtering Methods,"['Veeranjaneyulu Sadhanala', 'Yu-Xiang Wang', 'James Sharpnack', 'Ryan Tibshirani']","['CMU', 'CMU / Amazon AI', 'UC Davis', 'Carnegie Mellon University']"
NeurIPS,2017,Alternating Estimation for Structured High-Dimensional Multi-Response Models,"['Sheng Chen', 'Arindam Banerjee']","['University of Minnesota', 'Voleon']"
NeurIPS,2017,Adaptive Clustering through Semidefinite Programming,['Martin Royer'],['Université Paris-Saclay']
NeurIPS,2017,Eigenvalue Decay Implies Polynomial-Time Learnability for Neural Networks,"['Surbhi Goel', 'Adam Klivans']","['University of Texas at Austin', 'UT Austin']"
NeurIPS,2017,Learning with Average Top-k Loss,"['Yanbo Fan', 'Siwei Lyu', 'Yiming Ying', 'Baogang Hu']","['NLPR, CASIA', 'SUNY at Albany', 'State University of New York at Albany', 'Chinese Academy of Sciences']"
NeurIPS,2017,Hierarchical Clustering Beyond the Worst-Case,"['Vincent Cohen-Addad', 'Varun Kanade', 'Frederik Mallmann-Trenn']","['University of Copenhagen', 'University of Oxford', 'ENS']"
NeurIPS,2017,Net-Trim: Convex Pruning of Deep Neural Networks with Performance Guarantee,"['Alireza Aghasi', 'Afshin Abdi', 'Nam Nguyen', 'Justin Romberg']","['Institute for Insight', 'Georgia Institute of Technology', 'IBM Thomas J. Watson Research Center', 'Georgia Institute of Technology']"
NeurIPS,2017,A graph-theoretic approach to multitasking,"['Noga Alon', 'Daniel Reichman', 'Igor Shinkar', 'Tal Wagner', 'Sebastian Musslick', 'Jonathan D Cohen', 'Tom Griffiths', 'Biswadip dey', 'Kayhan Ozcimder']","['Tel Aviv University', 'University of California, Berkeley', 'UC Berkeley', 'MIT', nan, 'Princeton University', 'Princeton', 'Princeton University', 'Princeton University']"
NeurIPS,2017,Information-theoretic analysis of generalization capability of learning algorithms,"['Aolin Xu', 'Maxim Raginsky']","['University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana-Champaign']"
NeurIPS,2017,Independence clustering (without a matrix),['Daniil Ryabko'],['INRIA']
NeurIPS,2017,Polynomial Codes: an Optimal Design for High-Dimensional Coded Matrix Multiplication,"['Qian Yu', 'Mohammad Maddah-Ali', 'Salman Avestimehr']","['University of Southern Califor', 'Nokia Bell Labs', 'USC']"
NeurIPS,2017,Estimating Mutual Information for Discrete-Continuous Mixtures,"['Weihao Gao', 'Sreeram Kannan', 'Sewoong Oh', 'Pramod Viswanath']","['UIUC', 'University of Washington', 'UIUC', 'UIUC']"
NeurIPS,2017,Best Response Regression,"['Omer Ben-Porat', 'Moshe Tennenholtz']","['Technion – Israel Institute of Technology', 'Technion--Israel Institute of Technology']"
NeurIPS,2017,Statistical Cost Sharing,"['Eric Balkanski', 'Umar Syed', 'Sergei Vassilvitskii']","['Harvard University', 'Google Research', 'Google']"
NeurIPS,2017,A Sample Complexity Measure with Applications to Learning Optimal Auctions,['Vasilis Syrgkanis'],['Microsoft Research']
NeurIPS,2017,"Multiplicative Weights Update with Constant Step-Size in Congestion Games:  Convergence, Limit Cycles and Chaos","['Gerasimos Palaiopanos', 'Ioannis Panageas', 'Georgios Piliouras']","['SUTD', 'Singapore University of Technology and Design', 'Singapore University of Technology and Design']"
NeurIPS,2017,Welfare Guarantees from Data,"['Darrell Hoy', 'Denis Nekipelov', 'Vasilis Syrgkanis']","['Tremor Technologies', 'University of Virginia', 'Microsoft Research']"
NeurIPS,2017,Safe and Nested Subgame Solving for Imperfect-Information Games,"['Noam Brown', 'Tuomas Sandholm']","['Carnegie Mellon University', 'Carnegie Mellon University']"
NeurIPS,2017,Multi-output Polynomial Networks and Factorization Machines,"['Mathieu Blondel', 'Vlad Niculae', 'Takuma Otsuka', 'Naonori Ueda']","['NTT', 'Cornell University', 'NTT Communication Science Labs', 'NTT Communication Science Laboratories / RIKEN AIP']"
NeurIPS,2017,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples,"['Haw-Shiuan Chang', 'Erik Learned-Miller', 'Andrew McCallum']","['UMass, Amherst', 'UMass Amherst', 'UMass Amherst']"
NeurIPS,2017,Deep Reinforcement Learning from Human Preferences,"['Paul Christiano', 'Jan Leike', 'Tom Brown', 'Miljan Martic', 'Shane Legg', 'Dario Amodei']","['OpenAI', 'DeepMind', 'Google Brain', 'DeepMind', 'DeepMind', 'OpenAI']"
NeurIPS,2017,Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets,"['Karol Hausman', 'Yevgen Chebotar', 'Stefan Schaal', 'Gaurav Sukhatme', 'Joseph Lim']","['Google Brain', 'University of Southern California', 'MPI-IS and USC', 'USC', 'University of Southern California']"
NeurIPS,2017,EX2: Exploration with Exemplar Models for Deep Reinforcement Learning,"['Justin Fu', 'JD Co-Reyes', 'Sergey Levine']","['UC Berkeley', 'UC Berkeley', 'UC Berkeley']"
NeurIPS,2017,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,"['Haoran Tang', 'Rein Houthooft', 'Davis Foote', 'Adam Stooke', 'OpenAI Xi Chen', 'Yan Duan', 'John Schulman', 'Filip DeTurck', 'Pieter Abbeel']","['UC Berkeley', 'OpenAI', 'Google Brain', 'UC Berkeley', 'OpenAI, UC Berkeley', 'UC Berkeley', 'OpenAI', nan, 'UC Berkeley | Gradescope | Covariant']"
NeurIPS,2017,Thinking Fast and Slow with Deep Learning and Tree Search,"['Thomas Anthony', 'Zheng Tian', 'David Barber']","['UCL, DeepMind, OpenAI', 'UCL', 'University College London']"
NeurIPS,2017,Natural Value Approximators: Learning when to Trust Past Estimates,"['Zhongwen Xu', 'Joseph Modayil', 'Hado van Hasselt', 'Andre Barreto', 'David Silver', 'Tom Schaul']","['DeepMind', 'Deepmind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind']"
NeurIPS,2017,Active Exploration for Learning Symbolic Representations,"['Garrett Andersen', 'George Konidaris']","['PROWLER.io', 'Brown University']"
NeurIPS,2017,State Aware Imitation Learning,"['Yannick Schroecker', 'Charles Isbell']","['Georgia Institute of Technology', 'Georgia Tech']"
NeurIPS,2017,Successor Features for Transfer in Reinforcement Learning,"['Andre Barreto', 'Will Dabney', 'Remi Munos', 'Jonathan Hunt', 'Tom Schaul', 'David Silver', 'Hado van Hasselt']","['DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'DeepMind']"
NeurIPS,2017,Bridging the Gap Between Value and Policy Based Reinforcement Learning,"['Ofir Nachum', 'Mohammad Norouzi', 'Kelvin Xu', 'Dale Schuurmans']","['Google', nan, 'Google', 'Google']"
NeurIPS,2017,Using Options and Covariance Testing for Long Horizon Off-Policy Policy Evaluation,"['Daniel Guo', 'Philip S. Thomas', 'Emma Brunskill']","['Carnegie Mellon University/Stanford', 'CMU', 'Stanford University']"
NeurIPS,2017,Compatible Reward Inverse Reinforcement Learning,"['Alberto Maria Metelli', 'Matteo Pirotta', 'Marcello Restelli']","['Politecnico di Milano', 'Facebook AI Research', 'Politecnico di Milano']"
NeurIPS,2017,Adaptive Batch Size for Safe Policy Gradients,"['Matteo Papini', 'Matteo Pirotta', 'Marcello Restelli']","['Politecnico di Milano', 'Facebook AI Research', 'Politecnico di Milano']"
NeurIPS,2017,Regret Minimization in MDPs with Options without Prior Knowledge,"['Ronan Fruit', 'Matteo Pirotta', 'Alessandro Lazaric', 'Emma Brunskill']","['Inria Lille', 'Facebook AI Research', 'Facebook Artificial Intelligence Research', 'Stanford University']"
NeurIPS,2017,Is the Bellman residual a bad proxy?,"['Matthieu Geist', 'Bilal Piot', 'Olivier Pietquin']","['Université de Lorraine', 'DeepMind', 'Google Research    Brain Team']"
NeurIPS,2017,Learning Unknown Markov Decision Processes: A Thompson Sampling Approach,"['Yi Ouyang', 'Mukul Gagrani', 'Ashutosh Nayyar', 'Rahul Jain']","['University of California, Berkeley', 'University of Southern California', 'University of Southern California', 'University of Southern California']"
NeurIPS,2017,Online Reinforcement Learning in Stochastic Games,"['Chen-Yu Wei', 'Yi-Te Hong', 'Chi-Jen Lu']","['Academia Sinica', 'National Taiwan University', 'Academia Sinica']"
NeurIPS,2017,Reinforcement Learning under Model Mismatch,"['Aurko Roy', 'Huan Xu', 'Sebastian Pokutta']","['Google', 'Georgia Inst. of Technology', 'Georgia Institute of Technology']"
NeurIPS,2017,Zap Q-Learning,"['Adithya M Devraj', 'Sean Meyn']","['University of Florida', 'University of Florida']"
NeurIPS,2017,Ensemble Sampling,"['Xiuyuan Lu', 'Benjamin Van Roy']","['Stanford University', 'Stanford University']"
NeurIPS,2017,Action Centered Contextual Bandits,"['Kristjan Greenewald', 'Ambuj Tewari', 'Susan Murphy', 'Predag Klasnja']","['University of Michigan', 'University of Michigan', 'University of Michigan', nan]"
NeurIPS,2017,Conservative Contextual Linear Bandits,"['Abbas Kazerouni', 'Mohammad Ghavamzadeh', 'Yasin Abbasi', 'Benjamin Van Roy']","['Stanford University', 'Facebook AI Research', 'Adobe Research', 'Stanford University']"
NeurIPS,2017,Rotting Bandits,"['Nir Levine', 'Yacov Crammer', 'Shie Mannor']","['DeepMind', 'Technion', 'Technion']"
NeurIPS,2017,Identifying Outlier Arms in Multi-Armed Bandit,"['Honglei Zhuang', 'Chi Wang', 'Yifan Wang']","['University of Illinois', 'Microsoft Research', 'Tsinghua University']"
NeurIPS,2017,Multi-Task Learning for Contextual Bandits,"['Aniket Anand Deshmukh', 'Urun Dogan', 'Clay Scott']","['University of Michigan, Ann Arbor', 'Microsoft', 'University of Michigan']"
NeurIPS,2017,Boltzmann Exploration Done Right,"['Nicolò Cesa-Bianchi', 'Claudio Gentile', 'Gergely Neu', 'Gabor Lugosi']","['Università degli Studi di Milano, Italy', 'INRIA', 'Universitat Pompeu Fabra', 'Pompeu Fabra University']"
NeurIPS,2017,Improving the Expected Improvement Algorithm,"['Chao Qin', 'Diego Klabjan', 'Daniel Russo']","['Columbia University', 'Northwestern University', 'Columbia University']"
NeurIPS,2017,A KL-LUCB algorithm for Large-Scale Crowdsourcing,"['Ervin Tanczos', 'Robert Nowak', 'Bob Mankoff']","['University of Wisconsin - Madison', 'University of Wisconsion-Madison', 'Former Cartoon Editor of The New Yorker']"
